token_,count,p-value,obs/exp
saul,11,0.01122855329538963,4.45652134154584
ignorans,11,0.02868261263641819,3.6607139591269404
nouslifons,11,0.05922833381077699,2.8472219682098423
croix,11,0.01122855329538963,5.124999542777717
efcrire,11,0.02868261263641819,3.5344824432949773
demoniaques,11,0.0031731650982133462,8.541665904629529
st,11,0.05922833381077699,3.106060328956192
experience,11,0.05922833381077699,2.9285711673015524
horreur,11,0.05922833381077699,2.8472219682098423
bie,11,0.02868261263641819,3.6607139591269404
ét,11,0.02868261263641819,3.203124714236073
meftier,11,0.02868261263641819,3.203124714236073
offencer,11,0.01122855329538963,6.833332723703623
beftail,11,0.02868261263641819,3.942307340598244
dd,11,0.02868261263641819,3.4166663618518114
euefque,11,0.02868261263641819,3.203124714236073
violentes,11,0.01122855329538963,5.694443936419685
accufé,11,0.01122855329538963,6.833332723703623
tefmoing,11,0.01122855329538963,6.406249428472146
iamblique,10,0.0058583927223779695,9.318180986868576
demon,10,0.08977573107575745,2.588383607463493
pharaon,10,0.019284530842819902,6.212120657912384
meres,10,0.019284530842819902,4.051383037768946
parlent,10,0.019284530842819902,4.235536812212989
quifont,10,0.08977573107575745,2.4521528912812047
perfonnages,10,0.04613778933439017,3.106060328956192
ofte,10,0.04613778933439017,3.88257541119524
cores,10,0.08977573107575745,2.588383607463493
coups,10,0.08977573107575745,2.518427293748264
quelcun,10,0.019284530842819902,6.212120657912384
ly,10,0.04613778933439017,3.451178143284658
faifi,10,0.019284530842819902,5.82386311679286
chaffer,10,0.04613778933439017,3.327921781024491
diuin,10,0.08977573107575745,2.8236912081419927
augustin,10,0.019284530842819902,4.9043057825624095
malades,10,0.04613778933439017,3.2131658575408886
prefumer,10,0.0058583927223779695,7.167831528360444
hieremie,10,0.0058583927223779695,7.76515082239048
py,10,0.019284530842819902,5.176767214926986
demanda,10,0.08977573107575745,2.389277176120148
diuination,10,0.0058583927223779695,8.471073624425978
home,10,0.019284530842819902,4.659090493434288
quon,10,0.04613778933439017,3.005864834473734
chrift,10,0.019284530842819902,4.437229041365988
galen,10,0.0058583927223779695,7.167831528360444
tie,10,0.08977573107575745,2.389277176120148
herbe,10,0.04613778933439017,3.451178143284658
medecins,10,0.04613778933439017,3.2131658575408886
pendu,10,0.019284530842819902,5.82386311679286
verbe,10,0.019284530842819902,6.212120657912384
tomba,10,0.019284530842819902,4.437229041365988
vifue,10,0.0058583927223779695,8.471073624425978
fuis,10,0.08977573107575745,2.662337424819593
venger,10,0.04613778933439017,3.88257541119524
homicides,10,0.019284530842819902,6.212120657912384
gue,10,0.08977573107575745,2.8236912081419927
malefices,10,0.0058583927223779695,9.318180986868576
tefmoings,10,0.0058583927223779695,7.76515082239048
intelligences,9,0.01074078103770079,8.386362888181718
ileftoit,9,0.03271152845599133,4.659090493434287
principes,9,0.07299252129674312,3.2255241877621996
philon,9,0.03271152845599133,4.413875204306168
phi,9,0.07299252129674312,2.795454296060573
dextre,9,0.07299252129674312,2.8918492717868
touftours,9,0.03271152845599133,4.659090493434287
abraham,9,0.03271152845599133,5.241476805113574
bible,9,0.03271152845599133,5.990259205844085
furle,9,0.03271152845599133,4.659090493434287
fuyuant,9,0.07299252129674312,2.8918492717868
voyoit,9,0.03271152845599133,4.413875204306168
cut,9,0.07299252129674312,2.8918492717868
grad,9,0.07299252129674312,2.7052783510263607
int,9,0.07299252129674312,3.494317870075716
parainfi,9,0.07299252129674312,3.106060328956192
forceleries,9,0.01074078103770079,9.318180986868574
planette,9,0.01074078103770079,7.62396626198338
mirande,9,0.03271152845599133,5.990259205844085
mn,9,0.07299252129674312,2.7052783510263607
cabale,9,0.01074078103770079,7.62396626198338
infe,9,0.07299252129674312,3.494317870075716
babylone,9,0.03271152845599133,5.590908592121146
enuoyé,9,0.03271152845599133,4.413875204306168
nefaut,9,0.07299252129674312,3.494317870075716
indubitable,9,0.03271152845599133,4.659090493434287
od,9,0.07299252129674312,2.795454296060573
exprefle,9,0.03271152845599133,3.81198313099169
charme,9,0.01074078103770079,6.451048375524399
ang,9,0.03271152845599133,3.646244733992051
tm,9,0.07299252129674312,3.494317870075716
can,9,0.07299252129674312,3.106060328956192
veri,9,0.03271152845599133,4.193181444090859
confeflions,9,0.01074078103770079,9.318180986868574
bruflée,9,0.01074078103770079,6.988635740151432
chafler,9,0.03271152845599133,4.659090493434287
complices,9,0.01074078103770079,6.988635740151432
qvatriesm,9,0.03271152845599133,5.590908592121146
depofition,9,0.01074078103770079,9.318180986868574
fuperftitions,8,0.019529321115709798,9.318180986868576
creé,8,0.0546834814270144,3.727272394747431
couché,8,0.019529321115709798,6.776858899540782
ouil,8,0.0546834814270144,3.9234446260499274
eternelle,8,0.0546834814270144,5.3246748496391865
voyla,8,0.019529321115709798,5.734265222688355
libro,8,0.019529321115709798,8.282827543883178
pan,8,0.0546834814270144,3.549783233092791
br,8,0.0546834814270144,3.2411064302151567
vifs,8,0.0546834814270144,3.9234446260499274
execrable,8,0.0546834814270144,4.9696965263299075
merucilles,8,0.0546834814270144,4.659090493434288
ys,8,0.0546834814270144,4.385026346761682
feift,8,0.019529321115709798,9.318180986868576
academiques,8,0.0546834814270144,5.3246748496391865
moyés,8,0.0546834814270144,4.9696965263299075
adam,8,0.019529321115709798,8.282827543883178
pfalme,8,0.019529321115709798,9.318180986868576
mefchanceté,8,0.019529321115709798,5.734265222688355
quesfois,8,0.0546834814270144,4.385026346761682
prit,8,0.0546834814270144,3.2411064302151567
fentoit,8,0.019529321115709798,8.282827543883178
deftourner,8,0.0546834814270144,5.3246748496391865
fonge,8,0.019529321115709798,8.282827543883178
veritables,8,0.0546834814270144,4.659090493434288
did,8,0.0546834814270144,3.9234446260499274
í,8,0.0546834814270144,3.727272394747431
cíprits,8,0.019529321115709798,7.454544789494862
adorer,8,0.0546834814270144,4.9696965263299075
plufteurs,8,0.0546834814270144,5.3246748496391865
defcouuert,8,0.0546834814270144,3.549783233092791
mb,8,0.019529321115709798,6.776858899540782
queie,8,0.0546834814270144,3.2411064302151567
predictions,8,0.019529321115709798,7.454544789494862
deuins,8,0.019529321115709798,9.318180986868576
pafle,8,0.019529321115709798,6.776858899540782
quec,8,0.0546834814270144,3.727272394747431
bruflé,8,0.0546834814270144,3.2411064302151567
cacher,8,0.0546834814270144,4.141413771941589
quit,8,0.0546834814270144,3.727272394747431
tourné,8,0.0546834814270144,3.549783233092791
medecin,8,0.0546834814270144,3.2411064302151567
craignent,8,0.0546834814270144,3.727272394747431
hippocrate,8,0.0546834814270144,3.9234446260499274
prez,8,0.0546834814270144,4.9696965263299075
facro,8,0.019529321115709798,8.282827543883178
laifle,8,0.0546834814270144,4.141413771941589
canon,8,0.0546834814270144,4.659090493434288
poi,8,0.019529321115709798,5.734265222688355
refpondit,8,0.0546834814270144,5.3246748496391865
ietter,8,0.0546834814270144,4.659090493434288
nud,8,0.019529321115709798,6.776858899540782
sorcicres,8,0.019529321115709798,9.318180986868576
nj,8,0.019529321115709798,7.454544789494862
afne,8,0.0546834814270144,4.385026346761682
pot,8,0.0546834814270144,4.9696965263299075
interrogatoires,8,0.019529321115709798,9.318180986868576
sainét,8,0.019529321115709798,7.454544789494862
